,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
495,Chinatown,40.71561842231432,-73.99427936255978,Mark Miller Gallery,40.71845694821608,-73.99006857882769,Art Gallery
496,Chinatown,40.71561842231432,-73.99427936255978,Rachel Uffner Gallery,40.716435,-73.991339,Art Gallery
497,Chinatown,40.71561842231432,-73.99427936255978,Blackston Gallery,40.715666,-73.99076600000001,Art Gallery
498,Chinatown,40.71561842231432,-73.99427936255978,Castle Fitzjohns Gallery,40.71854386528092,-73.98997872667402,Art Gallery
499,Chinatown,40.71561842231432,-73.99427936255978,47 Canal,40.717795,-73.991906,Art Gallery
500,Chinatown,40.71561842231432,-73.99427936255978,Lower East Side Dance Academy,40.71683,-73.990636,Dance Studio
501,Chinatown,40.71561842231432,-73.99427936255978,Studio Manhattan Art&Design,40.71633,-73.998213,Art Gallery
502,Chinatown,40.71561842231432,-73.99427936255978,Wong Lo Kat,40.718691,-73.995836,Museum
503,Chinatown,40.71561842231432,-73.99427936255978,lyles & King,40.7186496733077,-73.99258419960101,Art Gallery
504,Chinatown,40.71561842231432,-73.99427936255978,Simon Preston Gallery,40.718734492604845,-73.99235288827268,Art Gallery
505,Chinatown,40.71561842231432,-73.99427936255978,LES ART+FASHION,40.717680943720865,-73.99052393797663,Art Gallery
506,Chinatown,40.71561842231432,-73.99427936255978,Muriel Guepin Gallery,40.717835,-73.990622,Art Gallery
507,Chinatown,40.71561842231432,-73.99427936255978,Nicelle Beauchene Gallery,40.719234870315574,-73.99376505068388,Art Gallery
508,Chinatown,40.71561842231432,-73.99427936255978,Yogana,40.714500681098095,-73.99240493774414,Dance Studio
509,Chinatown,40.71561842231432,-73.99427936255978,27 Orchard St,40.715680272152035,-73.99212933206624,Art Gallery
510,Chinatown,40.71561842231432,-73.99427936255978,Wildrence Theater,40.71504,-73.992153,Theater
511,Chinatown,40.71561842231432,-73.99427936255978,Marinaro Gallery,40.712961,-73.998198,Art Gallery
512,Chinatown,40.71561842231432,-73.99427936255978,Republic Worldwide: The Lodge Gallery,40.71951801506643,-73.99324178695679,Art Gallery
513,Chinatown,40.71561842231432,-73.99427936255978,Equity Gallery,40.71787542872402,-73.98972272872925,Art Gallery
514,Chinatown,40.71561842231432,-73.99427936255978,Stephan Stoyanov Gallery,40.71560713400886,-73.99145937984117,Art Gallery
515,Chinatown,40.71561842231432,-73.99427936255978,Kerry Schuss Gallery,40.715816689355194,-73.99144790205452,Art Gallery
516,Chinatown,40.71561842231432,-73.99427936255978,Mayson Gallery,40.71821,-73.98992,Art Gallery
517,Chinatown,40.71561842231432,-73.99427936255978,XY Atelier,40.716092219208406,-73.99141346869047,Art Gallery
518,Chinatown,40.71561842231432,-73.99427936255978,Company Gallery/ Capricious Publishing,40.71710760725381,-73.99193570738143,Art Gallery
519,Chinatown,40.71561842231432,-73.99427936255978,Miguel Abreu Gallery,40.715806,-73.991222,Art Gallery
520,Chinatown,40.71561842231432,-73.99427936255978,McKenzie Fine Art,40.716696,-73.991227,Art Gallery
521,Chinatown,40.71561842231432,-73.99427936255978,Scaramouche,40.71656048297882,-73.991038,Art Gallery
522,Chinatown,40.71561842231432,-73.99427936255978,Mencius Society for the Arts,40.71827339317436,-73.99432867597854,Music Venue
523,Chinatown,40.71561842231432,-73.99427936255978,That Gratitude Guy,40.717530199166426,-73.99157735315383,Tour Provider
524,Chinatown,40.71561842231432,-73.99427936255978,Live IN Theater Productions,40.717420051077205,-73.9912462234497,Theater
525,Chinatown,40.71561842231432,-73.99427936255978,Y Gallery,40.71715983388047,-73.99094581604004,Art Gallery
526,Chinatown,40.71561842231432,-73.99427936255978,Avant Garde by MMC,40.71725997264421,-73.99092213039111,Art Gallery
527,Chinatown,40.71561842231432,-73.99427936255978,The Grand Stand,40.71740333857061,-73.99101748455946,Concert Hall
528,Chinatown,40.71561842231432,-73.99427936255978,Lu Magnus,40.715712707271244,-73.99021758864058,Art Gallery
529,Chinatown,40.71561842231432,-73.99427936255978,88 Mott St,40.71766666996318,-73.99743347455168,Music Venue
530,Chinatown,40.71561842231432,-73.99427936255978,"Tracy Williams, LTD",40.715841999999995,-73.990091,Art Gallery
531,Chinatown,40.71561842231432,-73.99427936255978,LOMa,40.7169616090613,-73.98992135031112,Theater
532,Chinatown,40.71561842231432,-73.99427936255978,MoCA Collections & Archives,40.716053,-73.998948,History Museum
533,Chinatown,40.71561842231432,-73.99427936255978,William Holman Gallery,40.717224888275005,-73.98991584777832,Art Gallery
534,Chinatown,40.71561842231432,-73.99427936255978,Artifact,40.717881,-73.990361,Art Gallery
535,Chinatown,40.71561842231432,-73.99427936255978,Klughaus Gallery,40.71188790294827,-73.99375007723523,Art Gallery
536,Chinatown,40.71561842231432,-73.99427936255978,Chen Dance Center,40.71597729230242,-73.99921390238414,Dance Studio
537,Chinatown,40.71561842231432,-73.99427936255978,P!,40.719406,-73.993863,Art Gallery
538,Chinatown,40.71561842231432,-73.99427936255978,Christopher Henry Gallery,40.71948769625443,-73.9953619346183,Art Gallery
539,Chinatown,40.71561842231432,-73.99427936255978,Hionas Gallery,40.719319,-73.99208399999999,Art Gallery
540,Chinatown,40.71561842231432,-73.99427936255978,Callicoon Fine Arts,40.71931,-73.991663,Art Gallery
541,Chinatown,40.71561842231432,-73.99427936255978,Sun Yat Sen Statue,40.71571146772344,-73.99986147880554,Outdoor Sculpture
542,Chinatown,40.71561842231432,-73.99427936255978,Fridman Gallery,40.719852,-73.99377,Art Gallery
543,Chinatown,40.71561842231432,-73.99427936255978,Amy Li Projects,40.71980261749115,-73.99611711502074,Art Gallery
544,Chinatown,40.71561842231432,-73.99427936255978,Baxter St at The Camera Club of New York,40.718216,-73.999091,Art Gallery
545,Washington Heights,40.85190252555305,-73.93690027985234,Gazazian Animation Service,40.852139,-73.93695500000001,Art Gallery
546,Washington Heights,40.85190252555305,-73.93690027985234,KSW Studio,40.851591,-73.938897,Art Gallery
547,Washington Heights,40.85190252555305,-73.93690027985234,StarStudded Photography,40.85076175405288,-73.9383787768597,Arts & Entertainment
548,Washington Heights,40.85190252555305,-73.93690027985234,Storefront Science,40.850567854754914,-73.93698383676944,Science Museum
549,Washington Heights,40.85190252555305,-73.93690027985234,Lissemore Music Studios,40.852004,-73.93819,Rock Club
550,Washington Heights,40.85190252555305,-73.93690027985234,Mein Kino,40.851596997271706,-73.93918991088867,Indie Movie Theater
551,Washington Heights,40.85190252555305,-73.93690027985234,Avshalom Eitan Fine Arts,40.850761999999996,-73.938661,Art Gallery
552,Washington Heights,40.85190252555305,-73.93690027985234,Epic Repretory Theater Company,40.851898,-73.938904,Movie Theater
553,Washington Heights,40.85190252555305,-73.93690027985234,Starry rabbit,40.85354610436539,-73.93574962214448,Art Gallery
554,Washington Heights,40.85190252555305,-73.93690027985234,Melody Jones VO Studio,40.851221,-73.939315,Dance Studio
555,Washington Heights,40.85190252555305,-73.93690027985234,Viktor Luna Look Book Shoot,40.8509999719415,-73.93984833251064,Art Gallery
556,Washington Heights,40.85190252555305,-73.93690027985234,Hebrew Tabernacle Social Hall,40.853414,-73.939653,Performing Arts Venue
557,Washington Heights,40.85190252555305,-73.93690027985234,The Americans,40.84923802638231,-73.93701253934162,Theater
558,Washington Heights,40.85190252555305,-73.93690027985234,Voice Academy,40.849055,-73.936754,Music Venue
559,Washington Heights,40.85190252555305,-73.93690027985234,Arturo tattoo,40.852175,-73.933058,Art Gallery
560,Washington Heights,40.85190252555305,-73.93690027985234,All You Need Is Love Mural,40.855041760022495,-73.93685180488268,Art Gallery
561,Washington Heights,40.85190252555305,-73.93690027985234,Craig Elimeliah,40.85511,-73.93865,Performing Arts Venue
562,Washington Heights,40.85190252555305,-73.93690027985234,The Up Broadway Theatre,40.848713747680385,-73.93877486912868,Theater
563,Washington Heights,40.85190252555305,-73.93690027985234,ActorIntro,40.85553,-73.937519,Performing Arts Venue
564,Washington Heights,40.85190252555305,-73.93690027985234,Abreu Art Gallery,40.85457655142731,-73.93357394094907,Art Gallery
565,Washington Heights,40.85190252555305,-73.93690027985234,New York Lyric Opera,40.855781401366734,-73.93701827985555,Opera House
566,Washington Heights,40.85190252555305,-73.93690027985234,Schottenstein Theatre,40.85114414653553,-73.93161464143621,Theater
567,Washington Heights,40.85190252555305,-73.93690027985234,Joe Tanen,40.84776314557623,-73.93805156959192,Music Venue
568,Washington Heights,40.85190252555305,-73.93690027985234,Broadway Performing arts center,40.85572494198297,-73.93424559183882,Dance Studio
569,Washington Heights,40.85190252555305,-73.93690027985234,NoMAA,40.855793170736256,-73.9342513324347,Art Gallery
570,Inwood,40.86768396449915,-73.92121042203897,Dyckman Farmhouse Museum,40.8675052544313,-73.92434898524932,History Museum
571,Inwood,40.86768396449915,-73.92121042203897,Living Room Productions,40.868014,-73.923009,Theater
572,Inwood,40.86768396449915,-73.92121042203897,MP Photo Studio,40.867806,-73.921695,Art Gallery
573,Inwood,40.86768396449915,-73.92121042203897,Epic Movement Studios,40.869066,-73.923236,Performing Arts Venue
574,Inwood,40.86768396449915,-73.92121042203897,Pied Piper,40.86752425873472,-73.92430836575913,Performing Arts Venue
575,Inwood,40.86768396449915,-73.92121042203897,Birdman's Coop,40.867522861341634,-73.92435151428118,Rock Club
576,Inwood,40.86768396449915,-73.92121042203897,Inwood Art Works Gallery,40.866628,-73.924372,Art Gallery
577,Inwood,40.86768396449915,-73.92121042203897,scribble art studio,40.86817786663256,-73.91778660540164,Art Gallery
578,Inwood,40.86768396449915,-73.92121042203897,TParty,40.868660310534395,-73.91749380997253,Arts & Entertainment
579,Inwood,40.86768396449915,-73.92121042203897,GG Studio,40.8654166147482,-73.91817125755038,Concert Hall
580,Inwood,40.86768396449915,-73.92121042203897,The Muscota Museum of Art,40.868965814423234,-73.91726990728816,Art Gallery
581,Inwood,40.86768396449915,-73.92121042203897,The Dornak Theatre,40.86931896668209,-73.91698285218759,Indie Movie Theater
582,Inwood,40.86768396449915,-73.92121042203897,The Theater Space At Holy Trinity Church,40.86647193331793,-73.92637507512727,Theater
583,Inwood,40.86768396449915,-73.92121042203897,Pied Piper Children's Theatre Of NYC,40.8665014314694,-73.9265530407388,Indie Theater
584,Hamilton Heights,40.823604284811935,-73.94968791883366,Harlem One Stop,40.823438,-73.949605,Tour Provider
585,Hamilton Heights,40.823604284811935,-73.94968791883366,Kalimi Baxter Studios,40.82415328618872,-73.9485239982605,Public Art
586,Hamilton Heights,40.823604284811935,-73.94968791883366,Temple M,40.823385,-73.951726,Performing Arts Venue
587,Hamilton Heights,40.823604284811935,-73.94968791883366,Club Barhewalqumears,40.824791,-73.950143,Art Gallery
588,Hamilton Heights,40.823604284811935,-73.94968791883366,The Hermitage,40.824684,-73.950084,Indie Theater
589,Hamilton Heights,40.823604284811935,-73.94968791883366,Amsterdam Collective,40.82176,-73.95039,Art Gallery
590,Hamilton Heights,40.823604284811935,-73.94968791883366,Hamilton Landmark Galleries,40.824523,-73.94745999999999,Art Gallery
591,Hamilton Heights,40.823604284811935,-73.94968791883366,Miss Black New Jersey / New York Pagent,40.82167251038748,-73.94865969200055,Theater
592,Hamilton Heights,40.823604284811935,-73.94968791883366,Otto's Drug Den,40.823289,-73.94686,Performing Arts Venue
593,Hamilton Heights,40.823604284811935,-73.94968791883366,111 Archer Ave,40.824037,-73.946612,Movie Theater
594,Hamilton Heights,40.823604284811935,-73.94968791883366,The Lana Woods Gallery,40.823761,-73.9465,Art Gallery
595,Hamilton Heights,40.823604284811935,-73.94968791883366,Codie's House Music Headquarters,40.825294494628906,-73.94658660888672,Music Venue
596,Hamilton Heights,40.823604284811935,-73.94968791883366,Black Irish M.A.D.E. studio 1,40.825433526620785,-73.94661618117199,Music Venue
597,Hamilton Heights,40.823604284811935,-73.94968791883366,Azucarera Gallery,40.824199,-73.94574899999999,Art Gallery
598,Hamilton Heights,40.823604284811935,-73.94968791883366,Michael Matthews Gallery,40.824347,-73.945724,Art Gallery
599,Hamilton Heights,40.823604284811935,-73.94968791883366,Whcr,40.820511238391184,-73.94994548549826,Music Venue
600,Hamilton Heights,40.823604284811935,-73.94968791883366,Office of Curatorial Work,40.82431,-73.953861,Art Gallery
601,Hamilton Heights,40.823604284811935,-73.94968791883366,Studio 735,40.823952,-73.944989,Performing Arts Venue
602,Hamilton Heights,40.823604284811935,-73.94968791883366,Cherie's Buddhaland,40.825448,-73.945069,Performing Arts Venue
603,Hamilton Heights,40.823604284811935,-73.94968791883366,Straight Out-Harlem Art Gds,40.82436,-73.9445,Art Gallery
604,Hamilton Heights,40.823604284811935,-73.94968791883366,Sonic Arts Center CCNY,40.81965536288057,-73.9486312866211,Rock Club
605,Manhattanville,40.8169344294978,-73.9573853935188,chashama,40.81346,-73.955126,Art Gallery
606,Manhattanville,40.8169344294978,-73.9573853935188,The Morningside Players Theater Space,40.813125,-73.959315,Theater
607,Manhattanville,40.8169344294978,-73.9573853935188,Studio Museum 127,40.813325,-73.954531,Museum
608,Central Harlem,40.81597606742414,-73.94321112603905,Shrine World Music Venue,40.81440254987884,-73.94424198638346,Music Venue
609,Central Harlem,40.81597606742414,-73.94321112603905,Bill's Place,40.813366394224474,-73.94370055778845,Jazz Club
610,Central Harlem,40.81597606742414,-73.94321112603905,La masion d'Art,40.814253457025245,-73.94680695927478,Art Gallery
611,Central Harlem,40.81597606742414,-73.94321112603905,Big L Memorial Mural,40.81849815811956,-73.939471125448,Public Art
612,Central Harlem,40.81597606742414,-73.94321112603905,La Maison d'Art - Art Gallery,40.814294,-73.946811,Public Art
613,Central Harlem,40.81597606742414,-73.94321112603905,La Femme Suite,40.817495204505455,-73.94236453795813,Dance Studio
614,Central Harlem,40.81597606742414,-73.94321112603905,Harlem Hospital Center Mural Pavilion,40.81477706715758,-73.94008943042,Art Gallery
615,Central Harlem,40.81597606742414,-73.94321112603905,Perry Studios - Millennium Dance Company,40.816601500136585,-73.94682856953875,Dance Studio
616,Central Harlem,40.81597606742414,-73.94321112603905,Canvas Paper and Stone Gallery,40.81865805835177,-73.94449698127868,Art Gallery
617,Central Harlem,40.81597606742414,-73.94321112603905,Tatiana Pagès Gallery,40.819013,-73.945035,Art Gallery
618,Central Harlem,40.81597606742414,-73.94321112603905,studio BE NYC,40.818744492962395,-73.93983685165031,Indie Theater
619,Central Harlem,40.81597606742414,-73.94321112603905,133rd Street Arts Center,40.81534529349248,-73.94809141447122,Theater
620,East Harlem,40.79224946663033,-73.94418223148524,Lorenz Latin Dance Studio,40.79365952280243,-73.94024419226427,Dance Studio
621,East Harlem,40.79224946663033,-73.94418223148524,Graffiti Hall Of Fame,40.79201846446024,-73.94559553652047,Street Art
622,East Harlem,40.79224946663033,-73.94418223148524,The Poets Den Theater,40.791529353474424,-73.9407678428102,Performing Arts Venue
623,East Harlem,40.79224946663033,-73.94418223148524,"Time of Our Lives, LLC",40.7933133,-73.94371419999999,Country Dance Club
624,East Harlem,40.79224946663033,-73.94418223148524,Zenaide Zeina Dance,40.79096377820041,-73.9426338672638,Dance Studio
625,East Harlem,40.79224946663033,-73.94418223148524,Metropolis Studios,40.79288676415067,-73.94749604552271,Performing Arts Venue
626,Upper East Side,40.775638573301805,-73.96050763135,Acquavella Galleries,40.776523513800576,-73.96251089203399,Art Gallery
627,Upper East Side,40.775638573301805,-73.96050763135,Café Carlyle,40.77446619133348,-73.96336879007355,Jazz Club
628,Upper East Side,40.775638573301805,-73.96050763135,Greek and Roman Art,40.778173856858466,-73.96352893278149,Exhibit
629,Upper East Side,40.775638573301805,-73.96050763135,Ukrainian Institute of America,40.776937143550136,-73.96350669862444,Art Gallery
630,Upper East Side,40.775638573301805,-73.96050763135,The Met Breuer,40.7735510352329,-73.96422626639125,Art Museum
631,Upper East Side,40.775638573301805,-73.96050763135,"Arts of Africa, Oceania and the Americas",40.77829127549353,-73.96425714206909,Exhibit
632,Upper East Side,40.775638573301805,-73.96050763135,The Great Hall,40.77919282483418,-73.96302938461304,Exhibit
633,Upper East Side,40.775638573301805,-73.96050763135,Play It Loud: Instruments Of Rock And Roll,40.778483,-73.963419,Art Museum
634,Upper East Side,40.775638573301805,-73.96050763135,Gallery of Monet's Series Painting,40.77855077886626,-73.96408384660947,Exhibit
635,Upper East Side,40.775638573301805,-73.96050763135,Venus Over Manhattan,40.774771093009335,-73.96324651702878,Art Gallery
636,Upper East Side,40.775638573301805,-73.96050763135,American Irish Historical Society,40.77768662289042,-73.96307880188434,History Museum
637,Upper East Side,40.775638573301805,-73.96050763135,Nineteenth Century European Paintings & Sculptures,40.77852503573045,-73.96402038752846,Exhibit
638,Upper East Side,40.775638573301805,-73.96050763135,Van Gogh Self-Portrait,40.77848508227036,-73.96422651642403,Exhibit
639,Upper East Side,40.775638573301805,-73.96050763135,The Waterfall Mansion,40.77499728750287,-73.95690215236247,Art Gallery
640,Upper East Side,40.775638573301805,-73.96050763135,Carroll And Milton Petrie European Sculpture Court,40.77911941086217,-73.96411047130849,Exhibit
641,Upper East Side,40.775638573301805,-73.96050763135,Hollis Taggart Galleries,40.774077,-73.964124,Art Gallery
642,Upper East Side,40.775638573301805,-73.96050763135,Gagosian Gallery,40.774533235274816,-73.96347326733964,Art Gallery
643,Upper East Side,40.775638573301805,-73.96050763135,Vincent Van Gogh,40.778554657631894,-73.96419333122398,Exhibit
644,Upper East Side,40.775638573301805,-73.96050763135,Camp: Notes On Fashion,40.778836,-73.964591,Art Gallery
645,Upper East Side,40.775638573301805,-73.96050763135,Half Gallery,40.77559259593023,-73.96220601506141,Art Gallery
646,Upper East Side,40.775638573301805,-73.96050763135,Anna Wintour Costume Center,40.779420302637774,-73.96322250366211,Exhibit
647,Upper East Side,40.775638573301805,-73.96050763135,Luxembourg & Dayan,40.774596,-73.962641,Art Gallery
648,Upper East Side,40.775638573301805,-73.96050763135,Michael Werner,40.775247,-73.964262,Art Gallery
649,Upper East Side,40.775638573301805,-73.96050763135,Higher Pictures,40.774805,-73.963606,Art Gallery
650,Upper East Side,40.775638573301805,-73.96050763135,Skarstedt Gallery,40.776316506695515,-73.96228812557027,Art Gallery
651,Upper East Side,40.775638573301805,-73.96050763135,19th- and Early 20th-Century European Paintings and Sculpture,40.77849930665291,-73.96426276677325,Exhibit
652,Upper East Side,40.775638573301805,-73.96050763135,Mnuchin Gallery,40.77550445597551,-73.96219637223452,Art Gallery
653,Upper East Side,40.775638573301805,-73.96050763135,Islamic Wing,40.77823099668667,-73.96346138026257,Exhibit
654,Upper East Side,40.775638573301805,-73.96050763135,"Art of the Arab Lands, Turkey, Iran, Central Asia and Later South Asia",40.77825303818327,-73.96352814442395,Exhibit
655,Upper East Side,40.775638573301805,-73.96050763135,Asian Art,40.77970148784776,-73.96248157185283,Exhibit
656,Upper East Side,40.775638573301805,-73.96050763135,Ruth and Harold D. Uris Center For Education,40.77814644475491,-73.96345249685847,Exhibit
657,Upper East Side,40.775638573301805,-73.96050763135,Civil War Photography,40.77883124855483,-73.96360096771112,Exhibit
658,Upper East Side,40.775638573301805,-73.96050763135,Hungarian House,40.77612688560968,-73.95496180587004,Performing Arts Venue
659,Upper East Side,40.775638573301805,-73.96050763135,Tomb of Perneb,40.77937201730216,-73.96240514064897,Exhibit
660,Upper East Side,40.775638573301805,-73.96050763135,Elkon Gallery,40.777692942492045,-73.96203382200433,Art Gallery
661,Upper East Side,40.775638573301805,-73.96050763135,Gagosian Gallery,40.773002000000005,-73.961954,Art Gallery
662,Upper East Side,40.775638573301805,-73.96050763135,European Sculpture and Decorative Arts,40.77914729925161,-73.96229785129567,Art Museum
663,Upper East Side,40.775638573301805,-73.96050763135,"MME Fine Art, LLC",40.776003,-73.961515,Art Gallery
664,Upper East Side,40.775638573301805,-73.96050763135,Galerie Mourlot,40.776307,-73.962754,Art Gallery
665,Upper East Side,40.775638573301805,-73.96050763135,Barbara Mathes Gallery,40.776967,-73.962165,Art Gallery
666,Upper East Side,40.775638573301805,-73.96050763135,Blain Di Donna Gallery,40.774387,-73.962986,Art Gallery
667,Upper East Side,40.775638573301805,-73.96050763135,Helly Nahmad Gallery,40.774387,-73.962986,Art Gallery
668,Upper East Side,40.775638573301805,-73.96050763135,Nahmad Contemporary,40.774582370868416,-73.96322769070457,Art Gallery
669,Upper East Side,40.775638573301805,-73.96050763135,Leo Castelli Gallery,40.775012,-73.963711,Art Gallery
670,Upper East Side,40.775638573301805,-73.96050763135,Dicapo Opera Theatre,40.77292525177153,-73.96003636347262,Theater
671,Upper East Side,40.775638573301805,-73.96050763135,Theater at St. Jean's Church,40.772785,-73.95993,Theater
672,Upper East Side,40.775638573301805,-73.96050763135,Jack Tilton Gallery,40.77473068664221,-73.96453065575268,Art Gallery
673,Upper East Side,40.775638573301805,-73.96050763135,Patti Cadby Birch Court,40.778141,-73.96347,Museum
674,Upper East Side,40.775638573301805,-73.96050763135,Diane W. Burke Hall,40.77818741374524,-73.96341920643069,Exhibit
675,Upper East Side,40.775638573301805,-73.96050763135,Fireflies on the Water,40.773613652740565,-73.96416523067627,Art Museum
676,Upper East Side,40.775638573301805,-73.96050763135,Keszler Gallery,40.77336585162238,-73.96429527857096,Art Gallery
677,Upper East Side,40.775638573301805,-73.96050763135,Stein's Collection at the Met,40.77856503721524,-73.96364669094822,Art Museum
678,Upper East Side,40.775638573301805,-73.96050763135,Etruscan Art,40.7791655,-73.9629278,Exhibit
679,Upper East Side,40.775638573301805,-73.96050763135,Apollo’s Muse: The Moon In The Age Of Photography,40.778682,-73.963971,Art Museum
680,Upper East Side,40.775638573301805,-73.96050763135,Henry J. Heinz II Galleries,40.77846859177734,-73.96435841530266,Exhibit
681,Upper East Side,40.775638573301805,-73.96050763135,Pablo Picasso,40.77844663827769,-73.96440006867932,Exhibit
682,Upper East Side,40.775638573301805,-73.96050763135,The Tisch Galleries,40.77880286107274,-73.96431684494019,Exhibit
683,Upper East Side,40.775638573301805,-73.96050763135,east side dance company,40.776882,-73.954962,Dance Studio
684,Upper East Side,40.775638573301805,-73.96050763135,Byzantium and Islam: Age of Transition,40.77875389454531,-73.96470853680323,Exhibit
685,Yorkville,40.775929849884875,-73.94711784471826,Museum of Motherhood,40.77540997156911,-73.95014896532813,Museum
686,Yorkville,40.775929849884875,-73.94711784471826,Peter Pan Statue,40.77510966265245,-73.94336106398976,Outdoor Sculpture
687,Yorkville,40.775929849884875,-73.94711784471826,Harper Lee former residence apt 1E,40.773792,-73.949934,Memorial Site
688,Yorkville,40.775929849884875,-73.94711784471826,Wave Studio,40.779666,-73.946987,Jazz Club
689,Yorkville,40.775929849884875,-73.94711784471826,Larisa Calero Character,40.77523621129071,-73.95297646522522,Dance Studio
690,Lenox Hill,40.76811265828733,-73.9588596881376,Bohemian National Hall,40.76900288892712,-73.95666596661471,Art Gallery
691,Lenox Hill,40.76811265828733,-73.9588596881376,Sotheby's,40.76649436504987,-73.95400261596386,Art Gallery
692,Lenox Hill,40.76811265828733,-73.9588596881376,Ballet and Body,40.76403702606645,-73.96037193240792,Dance Studio
693,Lenox Hill,40.76811265828733,-73.9588596881376,Eastside Art Gallery,40.764596000000004,-73.958678,Art Gallery
694,Lenox Hill,40.76811265828733,-73.9588596881376,Beekman Theatre,40.76532540771961,-73.96101485194998,Movie Theater
695,Lenox Hill,40.76811265828733,-73.9588596881376,Theresa Lang Theatre,40.76911249532031,-73.95965204394224,Theater
696,Lenox Hill,40.76811265828733,-73.9588596881376,Ma-Yi Theatre Office,40.766610129079886,-73.95965180227876,Theater
697,Lenox Hill,40.76811265828733,-73.9588596881376,Little Maestros,40.76624639419129,-73.95841814227911,Concert Hall
698,Lenox Hill,40.76811265828733,-73.9588596881376,The New York Conservatory of Music,40.76538021307231,-73.95745038986206,Music Venue
699,Lenox Hill,40.76811265828733,-73.9588596881376,The Vilcek Foundation,40.77082356225244,-73.96094953613391,Art Gallery
700,Lenox Hill,40.76811265828733,-73.9588596881376,The Actors Studio Apt,40.767672,-73.954738,Theater
701,Lenox Hill,40.76811265828733,-73.9588596881376,Gotham Girls Roller Derby,40.76784116514539,-73.96407642101123,Roller Rink
702,Lenox Hill,40.76811265828733,-73.9588596881376,Bertha & Karl Leubsdorf Art Gallery,40.7679,-73.964156,Art Gallery
703,Lenox Hill,40.76811265828733,-73.9588596881376,Frederick Loewe Theatre,40.768060406222304,-73.96439801920079,Theater
704,Lenox Hill,40.76811265828733,-73.9588596881376,American Youth Dance Theatre,40.769291381055865,-73.95350558464014,Dance Studio
705,Lenox Hill,40.76811265828733,-73.9588596881376,Manhattan Dance Academy,40.769391,-73.953468,Dance Studio
706,Lenox Hill,40.76811265828733,-73.9588596881376,Ida K. Lang Recital Hall,40.76871902017426,-73.9645047076397,Concert Hall
707,Roosevelt Island,40.76215960576283,-73.94916769227953,Island Shakespeare,40.760919,-73.949939,Indie Theater
708,Roosevelt Island,40.76215960576283,-73.94916769227953,Roosevelt island Visual Art Association,40.761450504536036,-73.95014064983525,Art Gallery
709,Roosevelt Island,40.76215960576283,-73.94916769227953,Gallery Rivaa,40.76137,-73.95095400000001,Art Gallery
710,Roosevelt Island,40.76215960576283,-73.94916769227953,Paul Calendrillo Art Gallery,40.76077,-73.95076,Art Gallery
711,Upper West Side,40.787657998534854,-73.97705923630603,AMC Loews 84th Street 6,40.78677027405666,-73.97760838294472,Movie Theater
712,Upper West Side,40.787657998534854,-73.97705923630603,Children's Museum of Manhattan (CMOM),40.785910609601515,-73.977161498804,Museum
713,Upper West Side,40.787657998534854,-73.97705923630603,Ballet Hispanico,40.78935820882237,-73.97286932227611,Dance Studio
714,Upper West Side,40.787657998534854,-73.97705923630603,Banksy - Upper West Side,40.78364896637176,-73.97962982928297,Street Art
715,Upper West Side,40.787657998534854,-73.97705923630603,West End Theatre,40.788914739732,-73.9771677564011,Theater
716,Upper West Side,40.787657998534854,-73.97705923630603,Paint & Sip Studio New York,40.78437954249342,-73.97969499047191,Art Gallery
717,Upper West Side,40.787657998534854,-73.97705923630603,Antigona,40.787794,-73.974833,Theater
718,Upper West Side,40.787657998534854,-73.97705923630603,New York Theater Ensemble,40.788876190570306,-73.97753477096558,Theater
719,Upper West Side,40.787657998534854,-73.97705923630603,Play On! Studios,40.7889677,-73.9772637,Country Dance Club
720,Upper West Side,40.787657998534854,-73.97705923630603,Central Park Carriage Rides,40.78652046812787,-73.97564971450265,Tour Provider
721,Upper West Side,40.787657998534854,-73.97705923630603,The Center At West Park,40.7878,-73.97467,Theater
722,Upper West Side,40.787657998534854,-73.97705923630603,Syncopated City Dance School,40.787713905752746,-73.97459777148997,Dance Studio
723,Upper West Side,40.787657998534854,-73.97705923630603,Pushkin Hall,40.787663,-73.974511,Theater
724,Upper West Side,40.787657998534854,-73.97705923630603,Amsterdam Art Gallery,40.784828999999995,-73.976848,Art Gallery
725,Upper West Side,40.787657998534854,-73.97705923630603,American Memorial to Six Million Jews of Europe,40.78792578846892,-73.9820408821106,Memorial Site
726,Upper West Side,40.787657998534854,-73.97705923630603,Dance With Miss Rachel,40.786676,-73.97202,Dance Studio
727,Upper West Side,40.787657998534854,-73.97705923630603,balet hispanico,40.789092779159546,-73.97205770015717,Dance Studio
728,Upper West Side,40.787657998534854,-73.97705923630603,Matt's Magic,40.78361225413196,-73.97538900375366,Comedy Club
729,Upper West Side,40.787657998534854,-73.97705923630603,Arthur Murray Dance Studio,40.783913,-73.973854,Dance Studio
730,Lincoln Square,40.77352888942166,-73.98533777001262,The Metropolitan Opera (Metropolitan Opera),40.77274188001071,-73.9844012260437,Opera House
731,Lincoln Square,40.77352888942166,-73.98533777001262,Vivian Beaumont Theater,40.77335439326125,-73.98382650016491,Theater
732,Lincoln Square,40.77352888942166,-73.98533777001262,American Ballet Theatre,40.77266786620554,-73.98447632789612,Performing Arts Venue
